title,website,phone_international,emails,contact_pages,instagram,youtube,twitter,linkedin,facebook
Waterside Shops,http://www.watersideshops.com,tel:+12395981605,smunoz@beaufortbonnetco.com,null,https://instagram.com/watersideshops,null,null,https://linkedin.com/jobs/view/4164567938,https://facebook.com/watersideshops
Universal CityWalk Orlando,https://www.universalorlando.com/web/en/us/theme-parks/citywalk,tel:+14073638000,null,null,null,null,https://twitter.com/universalorl,null,null
Town Center at Boca Raton,https://www.simon.com/mall/town-center-at-boca-raton,tel:+15613686000,online@shopsimon.com,https://www.simon.com/contact,https://instagram.com/townctratboca,null,null,null,https://facebook.com/townctratboca
Tanger Outlets Palm Beach,https://www.tangeroutlet.com/palmbeach,tel:+15615154400,tangerlancastermanagement@tangeroutlets.com,null,https://instagram.com/tangeroutlets,null,null,https://linkedin.com/company/tanger-factory-outlet-centers-inc-,https://facebook.com/tangeroutlets
Brickell City Centre,http://www.brickellcitycentre.com,tel:+13056769480,benandgiules@gmail.com,https://brickellcitycentre.com/contact,https://instagram.com/brickellcitycentre,null,https://twitter.com/brickellcityctr,null,https://facebook.com/brickellcitycentre
Treasure Island Gift Shop,http://www.ti-gifts.com,tel:+14077781327,info@ti-gifts.com,null,https://instagram.com/treasureislandgiftshop,null,https://twitter.com/tigiftshop,null,https://facebook.com/treasureislandgiftshop
Winter Park Village,https://shopwinterparkvillage.com,tel:+14075712700,winterpark@shophemline.com,https://shopwinterparkvillage.com/contact,https://instagram.com/winterparkvillage,null,https://twitter.com/shopwinterpark,null,https://facebook.com/parkwestvillage
Lakeside Village,https://shoplakesidevillage.com,tel:+18636169360,info@crcrealty.com,https://shoplakesidevillage.com/contact,https://instagram.com/reel/diy4udcstgf,null,https://twitter.com/lakesidevlg,null,https://facebook.com/lakesidevillage
Bargain Planet,http://www.internationaldriveorlando.com/whereToStay/Accommodations/Bargain_King__Benzer_Gifts/100344.html,tel:+14073704992,null,null,https://instagram.com/idrivedistrict,https://youtube.com/user/IntDriveResortArea,null,null,https://facebook.com/idriveorlando
Vista Centre Shoppes,http://retailflorida.com/shops/vista-orlando-fl,null,asuriel@crossmanco.com,null,null,null,null,null,null
The Florida Shell Shop,http://thefloridashellshop.com,tel:+17273679599,contact@thefloridashellshop.com,http://thefloridashellshop.com/contact.php,null,null,null,null,null
Shopping International,http://www.premiumoutlets.com/outlet/orlando-international,null,null,http://www.premiumoutlets.com/contact,https://instagram.com/orlandointpo,null,null,null,https://facebook.com/orlandopremiumoutletsinternationaldr
Kpoppin USA,http://www.kpoppinusa.com,tel:+14079303203,null,null,null,null,null,null,null
Lake Square Mall,http://lakesquaremall.com,tel:+13527871200,office@lakesquaremall.com,https://www.lakesquaremall.com/contact-us,https://instagram.com/lakesquaremall,https://youtube.com/channel/UCMye5UBsFAHiI4iVoFxU5QQ,null,null,https://facebook.com/thenewlakesquaremall
Seminole City Center,https://www.seminolecitycenter.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,tel:+17272314114,null,https://www.seminolecitycenter.com/location-and-contact,https://instagram.com/shopseminole,null,https://twitter.com/abcwinespirits,null,https://facebook.com/shopseminole
Pelican Walk Plaza Clearwater Beach Florida,null,tel:+19149610406,null,null,null,null,null,null,null
Galleria Shoppes at Vanderbilt,http://www.shopvanderbilt.com,tel:+12395945000,leasing@shopvanderbilt.com,null,http://instagram.com/shoppesatvanderbilt,null,null,null,https://facebook.com/shoppes.vanderbilt
International Drive Value Center,null,tel:+18772255337,null,null,null,null,null,null,null
Melbourne Square,https://melbournesquare.com,tel:+13217272000,first.last@wpgus.com,null,null,null,null,null,null
Shoppes of Lakeland,null,tel:+18002256765,null,null,null,null,null,null,null
Tanger Outlets West Palm Beach,https://www.tangeroutlet.com/palmbeach,tel:+15615154400,tangerlancastermanagement@tangeroutlets.com,null,https://instagram.com/tangeroutlets,null,null,https://linkedin.com/company/tanger-factory-outlet-centers-inc-,https://facebook.com/tangeroutlets
The Mall at Wellington Green,https://www.shopwellingtongreen.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=SW25_WELNGTN,tel:+15612276900,wrmclungprogram@uhsinc.com,null,https://instagram.com/wellingtongreen,null,null,null,https://facebook.com/themallatwellingtongreen
The Shoppes at Park Place,null,tel:+18132212290,null,null,null,null,null,null,null
Paddock Mall,https://paddockmall.com,tel:+13522371223,first.last@wpgus.com,null,null,null,null,null,null
Harbourside Place,http://harboursideplace.com,tel:+15619359533,info@harboursideplace.com,null,null,null,null,null,null
Lakeshore Mall,http://www.lakeshoremall.com,tel:+18634719500,emma@archergroupre.com,http://www.lakeshoremall.com/contact.html,https://instagram.com/lakeshoremall,null,null,null,https://facebook.com/lakeshoremallfl
Village Shops,http://villageshopsverobeach.com/contact,tel:+17722311066,villageshopsverobeach@gmail.com,https://www.villageshopsverobeach.com/contact,https://instagram.com/pages/villageshopsverobeach,null,https://twitter.com/village%20shops%20vero%20beach,null,https://facebook.com/village
Kentucky for Kentucky,http://kyforky.com,tel:+18593036359,and@kyforky.com,https://kyforky.com/pages/contact,https://instagram.com/reel/dhwuc8rsv0y,https://youtube.com/user/KentuckyForKentucky,https://twitter.com/kyforky,null,https://facebook.com/kentuckyforkentucky
A Taste of Kentucky,http://www.atasteofkentucky.com,tel:+15022443355,info@atasteofky.com,https://atasteofkentucky.com/shop-contact,https://instagram.com/atasteofkentucky,null,null,null,https://facebook.com/atasteofkentucky
The Outlet Shoppes of the Bluegrass,http://www.theoutletshoppesofthebluegrass.com,tel:+15027225558,today@hm.com,http://www.theoutletshoppesofthebluegrass.com/contact-us,https://instagram.com/bluegrassoutlets,null,null,null,https://facebook.com/theoutletshoppesofthebluegrass
Florence Mall,https://www.florencemall.com,tel:+18593711231,located@florencemall.com,https://www.florencemall.com/contact-us,https://instagram.com/florencemall,null,https://twitter.com/rallykentucky,null,https://facebook.com/florencemall
Paddock Shops,http://paddockshops.com,tel:+15024253441,null,http://paddockshops.com/contact,https://instagram.com/paddockshops,null,https://twitter.com/paddockshops,null,https://facebook.com/paddockshops
Newport on the Levee,https://www.newportonthelevee.com,tel:+18592910550,andrew.sellet@cushwake.com,null,null,null,null,null,null
Kentucky Branded - Fayette Plaza,https://kentuckybranded.com,tel:+18592730122,online@kentuckybranded.com,null,https://instagram.com/kentuckybranded,null,https://twitter.com/kentuckybranded,null,https://facebook.com/kentuckybranded
Kentucky Oaks Mall,https://www.kentuckyoaksmall.com,tel:+12704440440,today@hm.com,https://www.kentuckyoaksmall.com/contact-us,https://instagram.com/kentuckyoaksmall,https://youtube.com/@KentuckyOaksMall,null,null,https://facebook.com/kentuckyoaksmall
The Market Ky,http://www.themarketky.com,tel:+12707738659,shopthemarketky@gmail.com,null,http://instagram.com/themarketky,null,null,null,http://facebook.com/themarketky
Completely Kentucky,http://completelykentucky.com,tel:+15022235240,null,null,null,null,null,null,null
Mid City Mall,https://amzn.to/3TfXYgB,tel:+15026362963,null,https://amzn.to/gp/help/customer/contact-us,null,null,null,null,null
Everything Kentucky Gifts,https://www.everythingkentuckygifts.com,null,shop@everythingkentuckygifts.com,https://www.everythingkentuckygifts.com/contact-us,null,null,null,null,https://facebook.com/everythingkentuckygifts
Oxmoor Center,https://www.oxmoorcenter.com/en.html,tel:+15024263002,oxmooradmin@bpretail.com,null,https://instagram.com/tradehomeshoesofficial,null,null,null,http://facebook.com/tradehomeshoes1921
Shoppes At Vendor's Mall,null,tel:+16068022439,null,null,null,null,null,null,null
Newport Pavilion,https://amzn.to/3OwmuY2,null,null,https://amzn.to/gp/help/customer/contact-us,null,null,null,null,null
The Summit at Fritz Farm,http://thesummitatfritzfarm.com,tel:+18593099682,asturgill@centennialrec.com,null,https://instagram.com/thesummitatfritzfarm,null,null,null,https://facebook.com/thesummitatfritzfarm
Westport Village,http://www.westportvillage.com,tel:+15023330033,info@westportvillage.com,null,https://instagram.com/theshoppesateastchase,null,https://twitter.com/westportvillage,null,https://facebook.com/eastchase
Richmond Centre,https://amzn.to/3Ov1WPL,tel:+17049722690,null,https://amzn.to/gp/help/customer/contact-us,null,null,null,null,null
Lexington Peddlers Mall,https://www.buypeddlersmall.com,tel:+18592460028,customerhelp@buypeddlersmall.com,https://www.buypeddlersmall.com/contact,http://instagram.com/peddlersmallstores,null,null,null,https://facebook.com/peddlersmall
Towne Mall,null,tel:+12707371616,null,null,null,null,null,null,null
Fayette Mall,https://www.shopfayette-mall.com,tel:+18592723493,website.admin@cblproperties.com,https://www.shopfayette-mall.com/contact-us,https://instagram.com/fayettemall,null,null,null,https://facebook.com/fayettemall
Fayette Place Shopping Center,https://www.dlcmgmt.com/property-search,tel:+18885078037,null,https://www.dlcmgmt.com/contact-us,https://instagram.com/dlcmgmt,null,https://twitter.com/dlcmanagement,https://linkedin.com/company/dlc-management-corp,https://facebook.com/dlcmanagement
Boone Square Mini Mall,http://boone-mall.edan.io,tel:+18599861719,null,http://boone-mall.edan.io/contact-more,null,null,null,null,null
"With Love, From Kentucky",null,tel:+12702434617,null,null,null,null,null,null,null
Hillview Peddler's Mall,https://www.buypeddlersmall.com,tel:+15029640077,customerhelp@buypeddlersmall.com,https://www.buypeddlersmall.com/contact,http://instagram.com/peddlersmallstores,null,null,null,https://facebook.com/peddlersmall
Georgetown Peddlers Mall,http://buypeddlersmall.com,tel:+15028686888,customerhelp@buypeddlersmall.com,http://buypeddlersmall.com/contact,http://instagram.com/peddlersmallstores,null,null,null,https://facebook.com/peddlersmall
Kentucky Branded - Hamburg,https://kentuckybranded.com,tel:+18594562019,online@kentuckybranded.com,null,https://instagram.com/kentuckybranded,null,https://twitter.com/kentuckybranded,null,https://facebook.com/kentuckybranded
Bardstown Peddlers Mall,http://www.buypeddlersmall.com,tel:+15023481202,customerhelp@buypeddlersmall.com,http://www.buypeddlersmall.com/contact,http://instagram.com/peddlersmallstores,null,null,null,https://facebook.com/peddlersmall
Butchertown Market Building,https://thebutchertownmarket.com,tel:+15025998270,andy@thebutchertownmarket.com,https://thebutchertownmarket.com/contact,null,null,null,null,https://facebook.com/butchertownmarket
All About Kentucky,http://allaboutkentuckyshop.com,tel:+18599882055,janice@allaboutkentuckyshop.com,http://allaboutkentuckyshop.com/contact,https://instagram.com/allaboutkyshop,null,null,null,https://facebook.com/profile.php
Georgetown Antique Mall,https://www.facebook.com/125706704149397,tel:+15028631891,null,null,null,null,null,null,https://facebook.com/125706704149397
Prospect Village Shopping Center,null,tel:+15022281990,null,null,null,null,null,null,null
South Park Shopping Center,https://www.kadencompanies.com/properties/south-park,null,ablieden@kadencompanies.com,https://kadencompanies.com/contact-us,https://instagram.com/kadencompanies,null,https://twitter.com/kadencompanies,https://linkedin.com/company/kaden-companies1,https://facebook.com/kadencompanies
Kentucky Derby Museum Store,https://derbymuseumstore.com/?_ga=2.66601194.536426343.1621732422-27532139.1619921592,tel:+15026371137,service@tamretail.com,https://derbymuseumstore.com/definedhtml/contactus.htm,https://instagram.com/derbymuseum,https://youtube.com/user/kyderbymuseum,https://twitter.com/derbymuseum,null,https://facebook.com/derbymuseum
Lansdowne Shoppes,null,tel:+18593355400,null,null,null,null,null,null,null
Gardiner Lane Shopping Center,http://gardiner-center.edan.io,null,null,http://gardiner-center.edan.io/contact-more,null,null,null,null,null
Kentucky Roadshow,https://roadshowcards.com/?y_source=1_MTAzNTk1OTMxMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,tel:+18595231816,null,https://roadshowcards.com/pages/contact-us,https://instagram.com/roadshowcards,https://youtube.com/channel/UCqUsgzZRjTTAK951RAflBXg,https://twitter.com/roadshowcards,null,https://facebook.com/roadshowcards
Small Town Gift Shop,null,tel:+16067562200,null,null,null,null,null,null,null
Eastgate Shopping Center,https://properties.brixmor.com/p/retail-real-estate/Louisville-KY-40243/eastgateshoppingcenter?utm_source=gmb&utm_medium=Yext,tel:+16102157939,null,https://www.brixmor.com/contact,https://instagram.com/brixmorpropertygroup,null,null,https://linkedin.com/company/brixmor,https://facebook.com/brixmor
Iroquois Manor Shopping Center,https://bcwoodproperties.com/properties/?propertyId=Iroquois-Manor,tel:+18593359663,null,https://bcwoodproperties.com/contact-us,https://instagram.com/bcwoodproperties,https://youtube.com/channel/UC5iCmwC3KVJ9_gKXbFVxelg,https://twitter.com/bcwoodprop,https://linkedin.com/collect,https://facebook.com/bcwoodproperties
Lucia's World Emporium,http://www.luciasworldemporium.com,tel:+18595231529,customerservice@luciasimports.com,null,https://instagram.com/luciasworldemporium,null,null,null,https://facebook.com/luciasworldemporium
The Wild Huckleberry Boutique,https://www.shopthewildhuckleberry.com,tel:+18592002659,nthewildhuckleberryboutique@gmail.com,null,https://instagram.com/_thewildhuckleberry_,null,null,null,https://facebook.com/thewildhuckleberryboutique
Kathy's Shoppe,http://kathysshoppe.com,tel:+15022458222,kbh728@gmail.com,null,null,null,null,null,null
Shoppes of Murray,null,tel:+12707592335,null,null,null,null,null,null,null
The Cotton Market,http://www.thecottonmarket.com,tel:+18595763683,null,null,https://instagram.com/thecottonmarket,null,https://twitter.com/,null,https://facebook.com/thecottonmarket
Shepherdsville Square,http://bcwoodproperties.propertycapsule.com/properties/shepherdsvillesquare,tel:+15023819274,aweyer@bcwoodproperties.com,null,null,null,null,null,null
Carriage Gate,http://carriage-gate.edan.io,null,null,http://carriage-gate.edan.io/contact-more,null,null,null,null,null
Eddyville Mall,null,tel:+12702472981,null,null,null,null,null,null,null
Forest Hills Shopping Center,http://foresthillsshoppingcenter.com,tel:+16062153025,null,null,null,null,null,null,https://facebook.com/foresthillsshoppingcenter
Irish Acres Gallery of Antiques,http://www.irishacresgallery.com,tel:+18598736956,glitz@irishacresgallery.com,http://www.irishacresgallery.com/contact,https://instagram.com/lunch_at_the_glitz,null,https://twitter.com/squarespace,null,https://facebook.com/theglitzrestaurant
Tickled Pink Memorabilia Mall,https://m.facebook.com/tickledpinkmall,tel:+15023665577,null,null,null,null,null,null,https://facebook.com/tickledpinkmall
Eastland Shopping Center,null,tel:+18593359663,null,null,null,null,null,null,null
Olive You Boutique,http://www.oliveyouboutique.com,tel:+18596251328,shop@oliveyouboutique.com,https://oliveyouboutique.com/contact-us,https://instagram.com/oliveyouboutique,null,null,null,https://facebook.com/oliveyouboutique
Cumberland Falls Gift Shop,https://cumberland-shop.edan.io,tel:+16065284121,null,https://cumberland-shop.edan.io/contact-more,null,null,null,null,null
My Old Kentucky Home State Park Gift Shop,https://mokhshop.com,tel:+15023483502,dee.clark@ky.gov,https://mokhshop.com/contact,https://instagram.com/visitmyoldkyhome,null,null,null,https://facebook.com/myoldkyhome
